"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	"Underlying Cause of death"	"Underlying Cause of death Code"	Deaths	Population	Crude Rate
	"45-49 years"	"45-49"	"Female"	"F"	"2021 (provisional)"	"2021"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	20	10097702	0.2
	"45-49 years"	"45-49"	"Female"	"F"	"2021 (provisional)"	"2021"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	54	10097702	0.5
	"45-49 years"	"45-49"	"Female"	"F"	"2021 (provisional)"	"2021"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	77	10097702	0.8
"Total"	"45-49 years"	"45-49"	"Female"	"F"	"2021 (provisional)"	"2021"			6013	10097702	59.5
"Total"	"45-49 years"	"45-49"	"Female"	"F"					6013	10097702	59.5
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	520	9872904	5.3
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	583	9872904	5.9
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of alcohol, withdrawal state"	"F10.3"	16	9872904	Unreliable
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	60	9872904	0.6
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	11	9872904	Unreliable
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	12	9872904	Unreliable
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use"	"F15.1"	30	9872904	0.3
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder"	"F15.9"	36	9872904	0.4
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	119	9872904	1.2
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	34	9872904	0.3
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Alcoholic fatty liver"	"K70.0"	73	9872904	0.7
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Alcoholic hepatitis"	"K70.1"	148	9872904	1.5
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Alcoholic cirrhosis of liver"	"K70.3"	1515	9872904	15.3
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Alcoholic hepatic failure"	"K70.4"	154	9872904	1.6
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Alcoholic liver disease, unspecified"	"K70.9"	192	9872904	1.9
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Other and unspecified cirrhosis of liver"	"K74.6"	632	9872904	6.4
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X40"	25	9872904	0.3
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	933	9872904	9.5
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	2925	9872904	29.6
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	3021	9872904	30.6
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to alcohol"	"X45"	262	9872904	2.7
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	38	9872904	0.4
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	15	9872904	Unreliable
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	120	9872904	1.2
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	73	9872904	0.7
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	829	9872904	8.4
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-harm by drowning and submersion"	"X71"	24	9872904	0.2
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-harm by handgun discharge"	"X72"	374	9872904	3.8
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	139	9872904	1.4
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	910	9872904	9.2
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-harm by sharp object"	"X78"	80	9872904	0.8
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-harm by jumping from a high place"	"X80"	58	9872904	0.6
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-harm by jumping or lying before moving object"	"X81"	39	9872904	0.4
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Assault by drugs, medicaments and biological substances"	"X85"	12	9872904	Unreliable
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	19	9872904	Unreliable
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	126	9872904	1.3
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	96	9872904	1.0
	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"	"Sequelae of assault"	"Y87.1"	24	9872904	0.2
"Total"	"45-49 years"	"45-49"	"Male"	"M"	"2021 (provisional)"	"2021"			14380	9872904	145.7
"Total"	"45-49 years"	"45-49"	"Male"	"M"					14380	9872904	145.7
"Total"	"45-49 years"	"45-49"							20393	19970606	102.1
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	214	10343739	2.1
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	238	10343739	2.3
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	22	10343739	0.2
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	11	10343739	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use"	"F15.1"	14	10343739	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder"	"F15.9"	19	10343739	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	54	10343739	0.5
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	15	10343739	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Alcoholic fatty liver"	"K70.0"	49	10343739	0.5
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Alcoholic hepatitis"	"K70.1"	88	10343739	0.9
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Alcoholic cirrhosis of liver"	"K70.3"	1078	10343739	10.4
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Alcoholic hepatic failure"	"K70.4"	131	10343739	1.3
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Alcoholic liver disease, unspecified"	"K70.9"	127	10343739	1.2
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Other and unspecified cirrhosis of liver"	"K74.6"	702	10343739	6.8
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X40"	13	10343739	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	401	10343739	3.9
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	1162	10343739	11.2
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	1571	10343739	15.2
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to alcohol"	"X45"	74	10343739	0.7
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	61	10343739	0.6
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	16	10343739	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	182	10343739	1.8
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	24	10343739	0.2
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	212	10343739	2.0
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Intentional self-harm by drowning and submersion"	"X71"	11	10343739	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Intentional self-harm by handgun discharge"	"X72"	107	10343739	1.0
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	247	10343739	2.4
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Intentional self-harm by sharp object"	"X78"	19	10343739	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Intentional self-harm by jumping from a high place"	"X80"	29	10343739	0.3
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Intentional self-harm by jumping or lying before moving object"	"X81"	10	10343739	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	17	10343739	Unreliable
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	52	10343739	0.5
	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	70	10343739	0.7
"Total"	"50-54 years"	"50-54"	"Female"	"F"	"2021 (provisional)"	"2021"			7144	10343739	69.1
"Total"	"50-54 years"	"50-54"	"Female"	"F"					7144	10343739	69.1
	"50-54 years"	"50-54"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of alcohol, harmful use"	"F10.1"	672	10051788	6.7
	"50-54 years"	"50-54"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	781	10051788	7.8
	"50-54 years"	"50-54"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of alcohol, withdrawal state"	"F10.3"	25	10051788	0.2
	"50-54 years"	"50-54"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of alcohol, unspecified mental and behavioural disorder"	"F10.9"	110	10051788	1.1
	"50-54 years"	"50-54"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of opioids, harmful use"	"F11.1"	14	10051788	Unreliable
	"50-54 years"	"50-54"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of opioids, unspecified mental and behavioural disorder"	"F11.9"	11	10051788	Unreliable
	"50-54 years"	"50-54"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	24	10051788	0.2
	"50-54 years"	"50-54"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of cocaine, unspecified mental and behavioural disorder"	"F14.9"	24	10051788	0.2
	"50-54 years"	"50-54"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, harmful use"	"F15.1"	50	10051788	0.5
	"50-54 years"	"50-54"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to use of other stimulants, including caffeine, unspecified mental and behavioural disorder"	"F15.9"	50	10051788	0.5
	"50-54 years"	"50-54"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	122	10051788	1.2
	"50-54 years"	"50-54"	"Male"	"M"	"2021 (provisional)"	"2021"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, unspecified mental and behavioural disorder"	"F19.9"	29	10051788	0.3
	"50-54 years"	"50-54"	"Male"	"M"	"2021 (provisional)"	"2021"	"Alcoholic fatty liver"	"K70.0"	101	10051788	1.0
	"50-54 years"	"50-54"	"Male"	"M"	"2021 (provisional)"	"2021"	"Alcoholic hepatitis"	"K70.1"	169	10051788	1.7
	"50-54 years"	"50-54"	"Male"	"M"	"2021 (provisional)"	"2021"	"Alcoholic cirrhosis of liver"	"K70.3"	2302	10051788	22.9
	"50-54 years"	"50-54"	"Male"	"M"	"2021 (provisional)"	"2021"	"Alcoholic hepatic failure"	"K70.4"	237	10051788	2.4
	"50-54 years"	"50-54"	"Male"	"M"	"2021 (provisional)"	"2021"	"Alcoholic liver disease, unspecified"	"K70.9"	226	10051788	2.2
	"50-54 years"	"50-54"	"Male"	"M"	"2021 (provisional)"	"2021"	"Other and unspecified cirrhosis of liver"	"K74.6"	1097	10051788	10.9
	"50-54 years"	"50-54"	"Male"	"M"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X40"	19	10051788	Unreliable
	"50-54 years"	"50-54"	"Male"	"M"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	1107	10051788	11.0
	"50-54 years"	"50-54"	"Male"	"M"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	3192	10051788	31.8
	"50-54 years"	"50-54"	"Male"	"M"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	2851	10051788	28.4
	"50-54 years"	"50-54"	"Male"	"M"	"2021 (provisional)"	"2021"	"Accidental poisoning by and exposure to alcohol"	"X45"	238	10051788	2.4
	"50-54 years"	"50-54"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	42	10051788	0.4
	"50-54 years"	"50-54"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	25	10051788	0.2
	"50-54 years"	"50-54"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	112	10051788	1.1
	"50-54 years"	"50-54"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	78	10051788	0.8
	"50-54 years"	"50-54"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	717	10051788	7.1
	"50-54 years"	"50-54"	"Male"	"M"	"2021 (provisional)"	"2021"	"Intentional self-harm by drowning and submersion"	"X71"	20	10051788	0.2
