"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Year"	"Year Code"	"Cause of death"	"Cause of death Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate
	"20-24 years"	"20-24"	"2001"	"2001"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Female"	"F"	26	9676950	0.3
	"20-24 years"	"20-24"	"2001"	"2001"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Male"	"M"	80	10080336	0.8
	"20-24 years"	"20-24"	"2001"	"2001"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Female"	"F"	13	9676950	Unreliable
	"20-24 years"	"20-24"	"2001"	"2001"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Male"	"M"	29	10080336	0.3
	"20-24 years"	"20-24"	"2001"	"2001"	"Sequelae of assault"	"Y87.1"	"Male"	"M"	11	10080336	Unreliable
	"20-24 years"	"20-24"	"2002"	"2002"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	"Male"	"M"	18	10327520	Unreliable
	"20-24 years"	"20-24"	"2002"	"2002"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	"Female"	"F"	16	9916245	Unreliable
	"20-24 years"	"20-24"	"2002"	"2002"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	"Male"	"M"	25	10327520	0.2
	"20-24 years"	"20-24"	"2002"	"2002"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Female"	"F"	15	9916245	Unreliable
	"20-24 years"	"20-24"	"2002"	"2002"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Male"	"M"	38	10327520	0.4
	"20-24 years"	"20-24"	"2002"	"2002"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Female"	"F"	130	9916245	1.3
	"20-24 years"	"20-24"	"2002"	"2002"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Male"	"M"	476	10327520	4.6
	"20-24 years"	"20-24"	"2002"	"2002"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Female"	"F"	98	9916245	1.0
	"20-24 years"	"20-24"	"2002"	"2002"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Male"	"M"	368	10327520	3.6
	"20-24 years"	"20-24"	"2002"	"2002"	"Accidental poisoning by and exposure to alcohol"	"X45"	"Male"	"M"	12	10327520	Unreliable
	"20-24 years"	"20-24"	"2002"	"2002"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Female"	"F"	17	9916245	Unreliable
	"20-24 years"	"20-24"	"2002"	"2002"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Male"	"M"	20	10327520	0.2
	"20-24 years"	"20-24"	"2002"	"2002"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Female"	"F"	50	9916245	0.5
	"20-24 years"	"20-24"	"2002"	"2002"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Male"	"M"	40	10327520	0.4
	"20-24 years"	"20-24"	"2002"	"2002"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Female"	"F"	10	9916245	Unreliable
	"20-24 years"	"20-24"	"2002"	"2002"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Male"	"M"	38	10327520	0.4
	"20-24 years"	"20-24"	"2002"	"2002"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Female"	"F"	94	9916245	0.9
	"20-24 years"	"20-24"	"2002"	"2002"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Male"	"M"	637	10327520	6.2
	"20-24 years"	"20-24"	"2002"	"2002"	"Intentional self-harm by drowning and submersion"	"X71"	"Male"	"M"	17	10327520	Unreliable
	"20-24 years"	"20-24"	"2002"	"2002"	"Intentional self-harm by handgun discharge"	"X72"	"Female"	"F"	26	9916245	0.3
	"20-24 years"	"20-24"	"2002"	"2002"	"Intentional self-harm by handgun discharge"	"X72"	"Male"	"M"	211	10327520	2.0
	"20-24 years"	"20-24"	"2002"	"2002"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Female"	"F"	18	9916245	Unreliable
	"20-24 years"	"20-24"	"2002"	"2002"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Male"	"M"	263	10327520	2.5
	"20-24 years"	"20-24"	"2002"	"2002"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Female"	"F"	73	9916245	0.7
	"20-24 years"	"20-24"	"2002"	"2002"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Male"	"M"	755	10327520	7.3
	"20-24 years"	"20-24"	"2002"	"2002"	"Intentional self-harm by sharp object"	"X78"	"Male"	"M"	15	10327520	Unreliable
	"20-24 years"	"20-24"	"2002"	"2002"	"Intentional self-harm by jumping from a high place"	"X80"	"Female"	"F"	16	9916245	Unreliable
	"20-24 years"	"20-24"	"2002"	"2002"	"Intentional self-harm by jumping from a high place"	"X80"	"Male"	"M"	67	10327520	0.6
	"20-24 years"	"20-24"	"2002"	"2002"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"Male"	"M"	26	10327520	0.3
	"20-24 years"	"20-24"	"2002"	"2002"	"Intentional self-harm by other specified means"	"X83"	"Male"	"M"	11	10327520	Unreliable
	"20-24 years"	"20-24"	"2002"	"2002"	"Intentional self-harm by unspecified means"	"X84"	"Male"	"M"	12	10327520	Unreliable
	"20-24 years"	"20-24"	"2002"	"2002"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Female"	"F"	33	9916245	0.3
	"20-24 years"	"20-24"	"2002"	"2002"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Male"	"M"	92	10327520	0.9
	"20-24 years"	"20-24"	"2002"	"2002"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Female"	"F"	23	9916245	0.2
	"20-24 years"	"20-24"	"2002"	"2002"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Male"	"M"	42	10327520	0.4
	"20-24 years"	"20-24"	"2002"	"2002"	"Sequelae of assault"	"Y87.1"	"Male"	"M"	17	10327520	Unreliable
	"20-24 years"	"20-24"	"2003"	"2003"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	"Male"	"M"	35	10497965	0.3
	"20-24 years"	"20-24"	"2003"	"2003"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	"Female"	"F"	10	10093723	Unreliable
	"20-24 years"	"20-24"	"2003"	"2003"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	"Male"	"M"	29	10497965	0.3
	"20-24 years"	"20-24"	"2003"	"2003"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, dependence syndrome"	"F19.2"	"Male"	"M"	11	10497965	Unreliable
	"20-24 years"	"20-24"	"2003"	"2003"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Female"	"F"	31	10093723	0.3
	"20-24 years"	"20-24"	"2003"	"2003"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Male"	"M"	57	10497965	0.5
	"20-24 years"	"20-24"	"2003"	"2003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Female"	"F"	141	10093723	1.4
	"20-24 years"	"20-24"	"2003"	"2003"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Male"	"M"	603	10497965	5.7
	"20-24 years"	"20-24"	"2003"	"2003"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Female"	"F"	125	10093723	1.2
	"20-24 years"	"20-24"	"2003"	"2003"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Male"	"M"	441	10497965	4.2
	"20-24 years"	"20-24"	"2003"	"2003"	"Accidental poisoning by and exposure to alcohol"	"X45"	"Male"	"M"	11	10497965	Unreliable
	"20-24 years"	"20-24"	"2003"	"2003"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Female"	"F"	17	10093723	Unreliable
	"20-24 years"	"20-24"	"2003"	"2003"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Male"	"M"	15	10497965	Unreliable
	"20-24 years"	"20-24"	"2003"	"2003"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Female"	"F"	39	10093723	0.4
	"20-24 years"	"20-24"	"2003"	"2003"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Male"	"M"	46	10497965	0.4
	"20-24 years"	"20-24"	"2003"	"2003"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Male"	"M"	40	10497965	0.4
	"20-24 years"	"20-24"	"2003"	"2003"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Female"	"F"	111	10093723	1.1
	"20-24 years"	"20-24"	"2003"	"2003"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Male"	"M"	669	10497965	6.4
	"20-24 years"	"20-24"	"2003"	"2003"	"Intentional self-harm by drowning and submersion"	"X71"	"Male"	"M"	20	10497965	0.2
	"20-24 years"	"20-24"	"2003"	"2003"	"Intentional self-harm by handgun discharge"	"X72"	"Female"	"F"	34	10093723	0.3
	"20-24 years"	"20-24"	"2003"	"2003"	"Intentional self-harm by handgun discharge"	"X72"	"Male"	"M"	225	10497965	2.1
	"20-24 years"	"20-24"	"2003"	"2003"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Female"	"F"	16	10093723	Unreliable
	"20-24 years"	"20-24"	"2003"	"2003"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Male"	"M"	203	10497965	1.9
	"20-24 years"	"20-24"	"2003"	"2003"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Female"	"F"	69	10093723	0.7
	"20-24 years"	"20-24"	"2003"	"2003"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Male"	"M"	792	10497965	7.5
	"20-24 years"	"20-24"	"2003"	"2003"	"Intentional self-harm by sharp object"	"X78"	"Male"	"M"	18	10497965	Unreliable
	"20-24 years"	"20-24"	"2003"	"2003"	"Intentional self-harm by jumping from a high place"	"X80"	"Male"	"M"	58	10497965	0.6
	"20-24 years"	"20-24"	"2003"	"2003"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"Male"	"M"	23	10497965	0.2
	"20-24 years"	"20-24"	"2003"	"2003"	"Poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified, undetermined intent"	"Y11"	"Male"	"M"	12	10497965	Unreliable
	"20-24 years"	"20-24"	"2003"	"2003"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Female"	"F"	38	10093723	0.4
	"20-24 years"	"20-24"	"2003"	"2003"	"Poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified, undetermined intent"	"Y12"	"Male"	"M"	137	10497965	1.3
	"20-24 years"	"20-24"	"2003"	"2003"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Female"	"F"	29	10093723	0.3
	"20-24 years"	"20-24"	"2003"	"2003"	"Poisoning by and exposure to other and unspecified drugs, medicaments and biological substances, undetermined intent"	"Y14"	"Male"	"M"	57	10497965	0.5
	"20-24 years"	"20-24"	"2003"	"2003"	"Sequelae of assault"	"Y87.1"	"Male"	"M"	15	10497965	Unreliable
	"20-24 years"	"20-24"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, acute intoxication"	"F10.0"	"Male"	"M"	25	10654919	0.2
	"20-24 years"	"20-24"	"2004"	"2004"	"Mental and behavioural disorders due to use of alcohol, dependence syndrome"	"F10.2"	"Male"	"M"	13	10654919	Unreliable
	"20-24 years"	"20-24"	"2004"	"2004"	"Mental and behavioural disorders due to use of cocaine, harmful use"	"F14.1"	"Male"	"M"	12	10654919	Unreliable
	"20-24 years"	"20-24"	"2004"	"2004"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	"Female"	"F"	11	10190641	Unreliable
	"20-24 years"	"20-24"	"2004"	"2004"	"Mental and behavioural disorders due to multiple drug use and use of other psychoactive substances, harmful use"	"F19.1"	"Male"	"M"	36	10654919	0.3
	"20-24 years"	"20-24"	"2004"	"2004"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Female"	"F"	24	10190641	0.2
	"20-24 years"	"20-24"	"2004"	"2004"	"Accidental poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X41"	"Male"	"M"	66	10654919	0.6
	"20-24 years"	"20-24"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Female"	"F"	161	10190641	1.6
	"20-24 years"	"20-24"	"2004"	"2004"	"Accidental poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X42"	"Male"	"M"	668	10654919	6.3
	"20-24 years"	"20-24"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Female"	"F"	147	10190641	1.4
	"20-24 years"	"20-24"	"2004"	"2004"	"Accidental poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X44"	"Male"	"M"	486	10654919	4.6
	"20-24 years"	"20-24"	"2004"	"2004"	"Accidental poisoning by and exposure to alcohol"	"X45"	"Male"	"M"	18	10654919	Unreliable
	"20-24 years"	"20-24"	"2004"	"2004"	"Intentional self-poisoning by and exposure to nonopioid analgesics, antipyretics and antirheumatics"	"X60"	"Female"	"F"	15	10190641	Unreliable
	"20-24 years"	"20-24"	"2004"	"2004"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Female"	"F"	16	10190641	Unreliable
	"20-24 years"	"20-24"	"2004"	"2004"	"Intentional self-poisoning by and exposure to antiepileptic, sedative-hypnotic, antiparkinsonism and psychotropic drugs, not elsewhere classified"	"X61"	"Male"	"M"	15	10654919	Unreliable
	"20-24 years"	"20-24"	"2004"	"2004"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Female"	"F"	10	10190641	Unreliable
	"20-24 years"	"20-24"	"2004"	"2004"	"Intentional self-poisoning by and exposure to narcotics and psychodysleptics [hallucinogens], not elsewhere classified"	"X62"	"Male"	"M"	15	10654919	Unreliable
	"20-24 years"	"20-24"	"2004"	"2004"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Female"	"F"	30	10190641	0.3
	"20-24 years"	"20-24"	"2004"	"2004"	"Intentional self-poisoning by and exposure to other and unspecified drugs, medicaments and biological substances"	"X64"	"Male"	"M"	68	10654919	0.6
	"20-24 years"	"20-24"	"2004"	"2004"	"Intentional self-poisoning by and exposure to organic solvents and halogenated hydrocarbons and their vapours"	"X66"	"Male"	"M"	10	10654919	Unreliable
	"20-24 years"	"20-24"	"2004"	"2004"	"Intentional self-poisoning by and exposure to other gases and vapours"	"X67"	"Male"	"M"	42	10654919	0.4
	"20-24 years"	"20-24"	"2004"	"2004"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Female"	"F"	125	10190641	1.2
	"20-24 years"	"20-24"	"2004"	"2004"	"Intentional self-harm by hanging, strangulation and suffocation"	"X70"	"Male"	"M"	716	10654919	6.7
	"20-24 years"	"20-24"	"2004"	"2004"	"Intentional self-harm by drowning and submersion"	"X71"	"Male"	"M"	14	10654919	Unreliable
	"20-24 years"	"20-24"	"2004"	"2004"	"Intentional self-harm by handgun discharge"	"X72"	"Female"	"F"	39	10190641	0.4
	"20-24 years"	"20-24"	"2004"	"2004"	"Intentional self-harm by handgun discharge"	"X72"	"Male"	"M"	244	10654919	2.3
	"20-24 years"	"20-24"	"2004"	"2004"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Female"	"F"	15	10190641	Unreliable
	"20-24 years"	"20-24"	"2004"	"2004"	"Intentional self-harm by rifle, shotgun and larger firearm discharge"	"X73"	"Male"	"M"	247	10654919	2.3
	"20-24 years"	"20-24"	"2004"	"2004"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Female"	"F"	62	10190641	0.6
	"20-24 years"	"20-24"	"2004"	"2004"	"Intentional self-harm by other and unspecified firearm discharge"	"X74"	"Male"	"M"	710	10654919	6.7
	"20-24 years"	"20-24"	"2004"	"2004"	"Intentional self-harm by smoke, fire and flames"	"X76"	"Male"	"M"	14	10654919	Unreliable
	"20-24 years"	"20-24"	"2004"	"2004"	"Intentional self-harm by sharp object"	"X78"	"Male"	"M"	25	10654919	0.2
	"20-24 years"	"20-24"	"2004"	"2004"	"Intentional self-harm by jumping from a high place"	"X80"	"Female"	"F"	16	10190641	Unreliable
	"20-24 years"	"20-24"	"2004"	"2004"	"Intentional self-harm by jumping from a high place"	"X80"	"Male"	"M"	55	10654919	0.5
	"20-24 years"	"20-24"	"2004"	"2004"	"Intentional self-harm by jumping or lying before moving object"	"X81"	"Male"	"M"	33	10654919	0.3
	"20-24 years"	"20-24"	"2004"	"2004"	"Intentional self-harm by crashing of motor vehicle"	"X82"	"Male"	"M"	11	10654919	Unreliable
